N	Total Time	Average CPE
528	128207	242.82
529	126135	238.44
530	130758	246.71
531	128641	242.26
532	128606	241.74
533	128204	240.53
534	127867	239.45
535	128705	240.57
536	129570	241.74
537	129151	240.50
538	130677	242.89
539	130351	241.84
540	132136	244.70
541	131446	242.97
542	133931	247.11
543	132487	243.99
544	132774	244.07
545	133213	244.43
546	133527	244.55
547	133973	244.92
548	138363	252.49
549	136485	248.61
550	135314	246.03
551	135536	245.98
552	136625	247.51
553	147570	266.85
554	139989	252.69
555	138467	249.49
556	138132	248.44
557	138703	249.02
558	140520	251.83
559	139406	249.38
560	139645	249.37
561	140584	250.60
562	142180	252.99
563	140907	250.28
564	141753	251.34
565	142910	252.94
566	146231	258.36
567	144155	254.24
568	143738	253.06
569	146211	256.96
570	144706	253.87
571	144816	253.62
572	145592	254.53
573	145983	254.77
574	146359	254.98
575	147813	257.07
576	147542	256.15
577	148459	257.29
578	148289	256.56
579	150123	259.28
580	149217	257.27
581	149770	257.78
582	150300	258.25
583	155346	266.46
584	151201	258.91
585	151578	259.11
586	152028	259.43
587	152544	259.87
588	154537	262.82
589	153382	260.41
590	153922	260.88
591	174150	294.67
592	164915	278.57
593	157071	264.88
594	159508	268.53
595	157135	264.09
596	160108	268.64
597	160554	268.93
598	159808	267.24
599	158830	265.16
600	164472	274.12
601	160977	267.85
602	160426	266.49
603	161241	267.40
604	161340	267.12
605	162546	268.67
606	169711	280.05
607	162675	268.00
608	162862	267.87
609	163821	269.00
610	164608	269.85
611	165218	270.41
612	165028	269.65
613	168402	274.72
614	167481	272.77
615	168198	273.49
616	169069	274.46
617	167163	270.93
618	168306	272.34
619	168356	271.98
620	168682	272.07
621	178084	286.77
622	170172	273.59
623	171735	275.66
624	172002	275.64
625	171423	274.28
626	171515	273.99
627	174012	277.53
628	175114	278.84
629	176245	280.20
630	175289	278.24
631	175074	277.45
632	175507	277.70
633	175256	276.87
634	177596	280.12
635	181778	286.26
636	176956	278.23
637	177822	279.16
638	177468	278.16
639	178287	279.01
640	180462	281.97
641	179547	280.10
642	182612	284.44
643	180783	281.16
644	182935	284.06
645	181540	281.46
646	181824	281.46
647	183534	283.67
648	186669	288.07
649	185574	285.94
650	184550	283.92
651	184879	283.99
652	187726	287.92
653	186311	285.32
654	186535	285.22
655	187437	286.16
656	187077	285.18
657	188277	286.57
658	189990	288.74
659	193741	293.99
660	189687	287.40
661	191278	289.38
662	196139	296.28
663	191744	289.21
664	192072	289.27
665	192689	289.76
666	194605	292.20
667	194332	291.35
668	196029	293.46
669	194824	291.22
670	194986	291.02
671	195864	291.90
672	197902	294.50
673	198066	294.30
674	206172	305.89
675	199851	296.08
676	202157	299.05
677	199351	294.46
678	198861	293.31
679	200413	295.16
680	202039	297.12
681	200726	294.75
682	202912	297.52
683	202664	296.73
684	202934	296.69
685	203559	297.17
686	223274	325.47
687	206989	301.29
688	205932	299.32
689	207071	300.54
690	400240	580.06
691	216276	312.99
692	225004	325.15
693	209374	302.13
694	208865	300.96
695	210953	303.53
696	210608	302.60
697	211205	303.02
698	211412	302.88
699	210907	301.73
700	219419	313.46
701	213485	304.54
702	219716	312.99
703	214585	305.24
704	214470	304.64
705	215620	305.84
706	219047	310.26
707	217499	307.64
708	220229	311.06
709	219723	309.91
710	221597	312.11
711	220362	309.93
712	221410	310.97
713	226228	317.29
714	227816	319.07
715	226091	316.21
716	222336	310.53
717	225588	314.63
718	221527	308.53
719	222778	309.84
720	223710	310.71
721	224602	311.51
722	227457	315.04
723	226160	312.81
724	226018	312.18
725	232851	321.17
726	226931	312.58
727	227428	312.83
728	231465	317.95
729	229536	314.86
730	228310	312.75
731	230022	314.67
732	231464	316.21
733	239709	327.02
734	233684	318.37
735	234575	319.15
736	234183	318.18
737	233745	317.16
738	235630	319.28
739	235245	318.33
740	237230	320.58
741	239766	323.57
742	236046	318.12
743	240397	323.55
744	237206	318.83
745	238289	319.85
746	239567	321.14
747	242324	324.40
748	240166	321.08
749	241598	322.56
750	241056	321.41
751	241550	321.64
752	244848	325.60
753	242867	322.53
754	243507	322.95
755	244948	324.43
756	243809	322.50
757	247258	326.63
758	245294	323.61
759	247376	325.92
760	247150	325.20
761	248445	326.47
762	250375	328.58
763	251242	329.28
764	277713	363.50
765	265579	347.16
766	251824	328.75
767	253468	330.47
768	252578	328.88
769	252671	328.57
770	254356	330.33
771	253880	329.29
772	255797	331.34
773	261360	338.11
774	255706	330.37
775	257638	332.44
776	259690	334.65
777	259776	334.33
778	258888	332.76
779	259834	333.55
780	260070	333.42
781	260471	333.51
782	265616	339.66
783	267443	341.56
784	261787	333.91
785	261689	333.36
786	264242	336.19
787	265017	336.74
788	263665	334.60
789	265689	336.74
790	265358	335.90
791	266950	337.48
792	272667	344.28
793	268162	338.16
794	270199	340.30
795	268582	337.84
796	270970	340.41
797	271462	340.60
798	270767	339.31
799	271001	339.18
800	274616	343.27
801	279928	349.47
802	275360	343.34
803	274204	341.47
804	274174	341.01
805	275555	342.30
806	277147	343.85
807	277912	344.38
808	276906	342.71
809	279093	344.99
810	284464	351.19
811	278768	343.73
812	281013	346.08
813	280540	345.07
814	280683	344.82
815	282448	346.56
816	282119	345.73
817	282634	345.94
818	284524	347.83
819	290168	354.30
820	284979	347.54
821	285292	347.49
822	286156	348.12
823	288050	350.00
824	289298	351.09
825	288285	349.44
826	289411	350.38
827	292694	353.92
828	292029	352.69
829	290773	350.75
830	291256	350.91
831	292436	351.91
832	294550	354.03
833	293532	352.38
834	294821	353.50
835	295598	354.01
836	476152	569.56
837	300835	359.42
838	297916	355.51
839	304971	363.49
840	299859	356.98
841	302314	359.47
842	300985	357.46
843	300737	356.75
844	306741	363.44
845	301569	356.89
846	303268	358.47
847	316283	373.42
848	308718	364.05
849	309137	364.12
850	308822	363.32
851	309841	364.09
852	312297	366.55
853	307158	360.09
854	308037	360.70
855	308603	360.94
856	314631	367.56
857	310515	362.33
858	311172	362.67
859	320852	373.52
860	316775	368.34
861	319747	371.37
862	320156	371.41
863	335259	388.48
864	325275	376.48
865	326870	377.88
866	321600	371.36
867	319602	368.63
868	318233	366.63
869	320017	368.26
870	319560	367.31
871	322224	369.95
872	320089	367.07
873	325386	372.72
874	321169	367.47
875	323652	369.89
876	322376	368.01
877	324917	370.49
878	325015	370.18
879	326542	371.49
880	326009	370.46
881	331041	375.76
882	327330	371.12
883	330125	373.87
884	328264	371.34
885	329639	372.47
886	332970	375.81
887	333445	375.92
888	336833	379.32
889	332577	374.10
890	333949	375.22
891	333880	374.73
892	335356	375.96
893	335095	375.25
894	336189	376.05
895	337543	377.14
896	340685	380.23
897	339107	378.05
898	342061	380.91
899	340328	378.56
900	342650	380.72
901	341250	378.75
902	344106	381.49
903	347426	384.75
